image_path,label
data/Op3176_DefectMap\737856_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\737911_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\737911_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\737911_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\737911_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\737911_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\737911_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\737977_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\737977_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\737977_31764_R2_PASS2.PNG,-1
data/Op3176_DefectMap\737977_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\737977_31764_R2_PASS3.PNG,6
data/Op3176_DefectMap\737977_31764_R2_PASS3.PNG,6
data/Op3176_DefectMap\738015_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738015_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738015_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738015_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738015_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738015_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738024_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738024_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738024_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738024_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738024_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738024_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738028_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738028_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738028_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738028_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738028_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738028_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738041_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738041_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738041_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738041_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738041_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738041_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738051_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738051_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738051_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738051_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738051_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738051_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738091_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\738091_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\738091_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\738091_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738091_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\738091_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\738115_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738115_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738115_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738115_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738115_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738115_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738371_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738371_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738371_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738371_31764_R2_PASS2.PNG,-1
data/Op3176_DefectMap\738371_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738371_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738391_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738391_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738391_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\738391_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\738391_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738391_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738413_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738413_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738413_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738413_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\738413_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738413_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738422_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738422_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738422_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\738422_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\738422_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738422_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738444_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738444_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738444_31764_R2_PASS2.PNG,-1
data/Op3176_DefectMap\738444_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\738444_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738444_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738460_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738460_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738460_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738460_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738460_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738460_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738461_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738461_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738461_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738461_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738461_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738461_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738462_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738462_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738462_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\738462_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\738462_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738462_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738473_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\738473_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\738473_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738473_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738473_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\738473_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\738478_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738478_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738478_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738478_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738478_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738478_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738538_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738538_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738538_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738538_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738538_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738538_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738538_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738538_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738538_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\738538_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\738538_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738538_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738573_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738573_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738573_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738573_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738573_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738573_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738577_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738577_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738577_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738577_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\738577_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738577_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738601_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738601_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738601_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\738601_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\738601_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738601_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738631_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738631_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738631_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\738631_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738631_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738631_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738633_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738633_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738633_31764_R2_PASS2.PNG,-1
data/Op3176_DefectMap\738633_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738633_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738633_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738643_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738643_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738643_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738643_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738643_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738643_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738644_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738644_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738644_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738644_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738644_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738644_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738646_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738646_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738646_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738646_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738646_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738646_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738715_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738715_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738715_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738715_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738715_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738715_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738720_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738720_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738720_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738720_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738720_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738720_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738721_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738721_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738721_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738721_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738721_31764_R1_PASS3.PNG,6
data/Op3176_DefectMap\738721_31764_R1_PASS3.PNG,6
data/Op3176_DefectMap\738735_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738735_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738735_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\738735_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738735_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738735_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738771_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738771_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738771_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738771_31764_R2_PASS2.PNG,6
data/Op3176_DefectMap\738771_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738771_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738773_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738773_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738773_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738773_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\738773_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738773_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738776_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738776_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\738776_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\738776_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\738776_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738776_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\738985_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738985_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738985_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\738985_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\738985_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738985_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738987_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738987_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\738987_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\738987_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\738987_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\738987_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739021_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739021_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739021_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739021_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\739021_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739021_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739022_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739022_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739022_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739022_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739022_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739022_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739023_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\739023_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\739023_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739023_31764_R1_PASS2.PNG,5
data/Op3176_DefectMap\739023_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\739023_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\739025_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739025_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739025_31764_R1_PASS2.PNG,5
data/Op3176_DefectMap\739025_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739025_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739025_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739027_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\739027_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\739027_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\739027_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\739027_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\739027_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\739028_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\739028_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\739028_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739028_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739028_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\739028_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\739584_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739584_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739584_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739584_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739584_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739584_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739831_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739831_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\739831_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739831_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\739831_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\739831_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740082_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740082_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740082_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740082_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740082_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740082_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740087_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740087_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740087_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740087_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740087_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740087_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740089_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740089_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740089_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740089_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740089_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740089_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740092_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740092_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740092_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740092_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740092_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740092_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740093_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740093_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740093_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\740093_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740093_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740093_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740097_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740097_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740097_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740097_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740097_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740097_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740110_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740110_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740110_31764_R1_PASS2.PNG,5
data/Op3176_DefectMap\740110_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\740110_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740110_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740112_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740112_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740112_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740112_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740112_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740112_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740113_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740113_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740113_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740113_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740113_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740113_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740114_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740114_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740114_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740114_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740114_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740114_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740116_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740116_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740116_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740116_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740116_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740116_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740117_31764_R1_PASS1.PNG,-1
